par_id,community,text,label
8492,homeless,For willing able men women roam streets dire need work children roam streets towns villages educational infrastructure unavailable thousands lives lost every day lost supplies due poor healthcare  thousands starving homeless streets  dreams lost lives lost  plea ,1
471,disabled,He commended government passing several laws favor disabled criticized time saying passing laws guidelines cannot help disabled independent,1
3008,migrant,Among challenges  mentioned accommodation illegal Ghanaian immigrants Saudi Arabia invaded hotel rooms camps meant pilgrims travelled Board Hajj ,0
8324,migrant,The wife Cuban immigrant set rejoin family mistakenly released prison  put back  says would uproot life Colorado go ,0
5092,in-need,Because democracies inclusive able welcome people refugees need country nowhere compassion seen clearly Greece said visiting Acropolis hill Athens ,1
7462,disabled,By learning skill passing others Otoyo changes narrative surrounding disabled people knitting helped overcome trauma decade fighting one worlds brutal rebel groups,1
2671,in-need,The worldwide total 512 million forcibly displaced represents huge number people need help  implications foreign aid budgets world s donor nations absorption hosting capacities countries front lines refugee crises ,0
1969,immigrant,WASHINGTONNEW DELHI  The Trump administration made difficult renew nonimmigrant visas H1B L1  popular among Indian IT professionals  new directive saying burden proof lies applicant even extension sought ,0
1368,hopeless,The good news even hopelessly disorganised child taught keep papers  pencils  notebooks schedules order  Once figure s getting child s way  figure overcome  Implementing successful systems organising homework classwork generally taught school  As result  students  parents teachers suffer  ,0
1933,homeless,Back then handful bhikkhunis illiterate also homeless hungry says Bhikkhuni Lekshe  They needed help ,1
8325,vulnerable,Betty Abah passionate initiative seeks protect young  vulnerable children  You could tell listening face lit dissected question thrown ,1
7349,homeless,The charity number success stories people homeless living happy lives employment,1
9196,refugee,The hundreds families gathered massive NRG center southern outskirts Houston may roof heads plight similar left Middle East Europe They refugees  people lost homes possessions and many cases livelihoods,1
4697,poor-families,A Moi personal friend I pick phone right say come Kabarak  He generous kind  He pay school fees children poor families barefoot women Baringo come house eat him,1
1621,hopeless,This time  early hours 16 July  My speech exactly one father gave 1980    Blood everywhere    one wins    This time  I m age father first explained coups us  But I m probably tired insulted  much hopeless country s future ,0
6396,homeless,The University Louisville actively engaged various natural disasters Pakistan  The 2005 earthquake alone left around 86000 people dead another 3 million homeless Northern Pakistan  Dr Adeel Haq  MD senior resident Emergency Medicine University Louisville School Medicine worked tirelessly towards raising fund 1600000  He traveled Battargam  makeshift tent village began providing services patients received  His efforts led win award Volunteer Medicine university  His efforts raised awareness urgency creating offshoot program within Pakistan make country ready handle natural disasters arise ,0
10467,in-need, She one big platform information go places really need know whats going hometown Shes always used platform voice also resources  tangible resources   helping need Houston surrounding areas,1
438,vulnerable,For example instead passively paying sickness benefits 40 years want take steps intervene help vulnerable New Zealanders get jobs live better lives save government money long run ,1
4493,hopeless, One features leads could deep sense hopelessness  s light end tunnel   Bernhardt said   You ca nt see solutions becomes solution  There endless possibilities could gone wrong  ,0
8004,refugee,Muhand Salem  22  university student studying mechanical engineering  one scholarships available refugees h 1212,0
351,migrant,She said nations need pull together deal world s 60 million displaced people rebuilding coordinated orderly system dealing refugees migrants ,0
8712,homeless,Dodgeballs flying fast hard Morningside College today 5th Annual Attack Killer Dodgeball Tournament fundraiser The double elimination tournament 18 teams playing year raise funds Community Action Agencys Welcome Home Project Siouxland   The project aims get homeless Siouxland families streets  help family development specialist help change lives ,1
179,women,Jenny Neal regional director Grandmothers Advocacy Network Saskatchewan Manitoba Prairie Wind sculpture River Landing Thursday Nov 24 2016 promote 16 Days Orange raise awareness violence women displays orange scarf Pender  The Starphoenix,1
